Rank,Track,Album Name,Artist,Release Date,Release Year,ISRC,Release Country,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Lyrics
420,Space Song,Depression Cherry,Beach House,21.08.2015,2015,USSUB1512203,US,2646,"27,4",1099069598,261122,71073470,73.0,127534602.0,1660824.0,496525.0,338753643.0,2588157478.0,3593056.0,88.0,4491.0,9.0,14.0,264505.0,38.0,24447183.0,25737.0,16000671.0,7887047.0,0,night take late light eyed lost back apart somewhere dry makes broken empty place smile heart get fall fragile held eyes 'round go flash ever side make found girls tender world seat falls right wide tight
422,Stand by Me,Don't Play That Song,Ben King,05.01.2024,2024,DETT12295003,DE,1577,"36,9",1094052047,1,3,,,,,,,,,,,,,,,,,,0,night tumble light dark cry whenever land oh sky upon look darlin' crumble stand come mountains sea long fall shed tear moon afraid we'll trouble woah see
423,idontwannabeyouanymore,dont smile at me,Billie Eilish,21.07.2017,2017,USUM71707712,US,2166,"30,8",1091185920,114997,28172038,72.0,522422864.0,5993528.0,363386.0,57964177.0,372214292.0,21852096.0,37.0,1112.0,22.0,14.0,209449.0,26.0,83358098.0,58216.0,37950780.0,2223597.0,0,show filled told wanna hands dress made day way apart tell pools makes got love ba broken teardrops twice getting wish there'd old shake would feel feeling can't we've fall honest anymore swimming whore promise mirror never know break mood mold heard models well cold da say could bottled hurt every losing tight mistake sell
424,Freaks,Freaks,Surf Curse,15.05.2021,2021,USAT22102269,US,791,"54,6",1089328286,200016,33498182,77.0,256738121.0,4601685.0,511.0,265535.0,2110692.0,4098036.0,25.0,10305.0,453.0,11.0,10105.0,25.0,15296063.0,15812.0,,4341439.0,0,night head stay filled dream cover wake cry help time black parasites away kill face place freak hopefully holes eyes need everyone every run almost
426,Don't You Worry Child,Until Now,Swedish House Mafia,01.01.2012,2012,GBAAA1200728,GB,4557,"19,5",1088273121,203395,83814501,76.0,20942928.0,209498.0,25739.0,16932344.0,115452865.0,39509629.0,142.0,166092.0,,76.0,636337.0,46.0,293997575.0,349531.0,,102837.0,0,used hear lake places throne eyes lose girl golden yeah said kind happy king heartbreak across changed memory's world wall see days home father remindin' sight still child got i'd father's songs young different heaven's worry first hill plan oh friend time remember look blue met think gone born ruled thought that's never
427,Bad Habit,Bad Habit,Steve Lacy,29.06.2022,2022,USRC12201440,US,207,"105,8",1087938471,220515,63054597,73.0,147472695.0,2050299.0,902163.0,360938850.0,2783442788.0,2111662944.0,132.0,2962.0,1461.0,69.0,3999785.0,58.0,13639179.0,45788.0,26683563.0,4118983.0,1,take late 'til reasons pursue pass sure come knew turn heart funny move want lose gave happen good yeah eyed wanna day i'll way beg miss control kinda wow tied everywhere decide would fuck cross stupid mall 'cause gravy invited tongue back bad biscuits could've hidin' babe always let's still i'd habit ignore mad surprise mind stab get gemini grabbin' wanted know things crazy okay like rowdy ooh made oh tried bite time please play think wish can't uh hard around go end thought carry make found say dear never
428,Way down We Go,Way Down We Go,KALEO,07.08.2015,2015,USAT21502122,US,1879,"33,5",1086861259,228925,44949918,79.0,836662907.0,8009540.0,1629364.0,344124487.0,4201171109.0,180196685.0,25.0,105889.0,97.0,117.0,717998.0,25.0,,,,,0,feet father ooh ohh dare dark baby oh way time tell look come 'till yes crawl 'em ah deserve can't get fall wild core eyes go 'cause let whoa say yeah run right
429,Only Girl,Loud (Japan Version),Rihanna,01.01.2010,2010,USUM71023200,US,409,21,1085436198,192284,82258717,78.0,162454294.0,1193141.0,853.0,131167.0,1513290.0,,113.0,227403.0,212.0,70.0,1528409.0,40.0,507023502.0,273933.0,1394635.0,6724803.0,0,take point hot act verse1 thief one love prima heart understands feel rude chat includes lot want keep let girl f*** apparently right give cause knows bridge/rihanna baby chorus language verse2 answering i'm attitude high whole world back comes view final man b****** last got crude command hold won't tonight night haters like chorus/rihanna first oh body ride don't break1 ever that's donna thinking say make break2 pillow it's blame
430,Midnight City,"Hurry Up, We're Dreaming",M83,01.01.2011,2011,GB55H1100002,GB,2954,"25,6",1081517243,260318,54789811,72.0,82397805.0,1125466.0,198377.0,93354945.0,1010922723.0,1793433.0,171.0,76348.0,154.0,101.0,813923.0,65.0,593332165.0,435775.0,,14591951.0,0,night grows skyline neon milky dark city blinding twilight look car waiting ride word glow lights following drinking looking wraps church horizon signs
431,Wait a Minute,ARDIPITHECUS,WILLOW,11.01.2015,2015,QMJMT1500801,QM,2678,"27,2",1081039358,220073,41752381,73.0,422709495.0,5234949.0,1620541.0,275664623.0,2051079047.0,70203.0,65.0,14873.0,,31.0,308544.0,17.0,31208630.0,6796.0,,7344889.0,0,kameie hands even apart fingers dimension love feel soul tear people woah right oel said wanna baby cried left conscience wow i'll heart's goodbye rather hurt see live work alright really let's dreads hair mine thick curb consciousness word ah sixth get hold front things minute mmh sitting like first wait oh broke read doorstep house diary bye think cloud bound go tryin' care ngati that's say pages intention run vision
432,Prayer in C,Los NÃÂÃÂ©ÃÂÃÂ½ÃÂÃÂ©ÃÂÃÂ½meros 1 De 40 (El Disco De Los ÃÂÃÂ©ÃÂÃÂ½ÃÂÃÂ¯,Lilly Wood and The Prick,01.01.2014,2014,DEA621400286,DE,4372,"20,1",1074583619,152685,43023486,69.0,631896.0,5935.0,29628.0,15236347.0,138609613.0,,118.0,70662.0,,107.0,952714.0,9.0,242929188.0,27275.0,,30826278.0,0,houses said cover hands letter man time send seas lands hair believe silence there'll hey wasting think slowly word wrinkled dying get destroyed yah starving forgive life children grey could yeah world never see
433,Without You,AVÃÂÃÂ©ÃÂÃÂ½ÃÂÃÂ©ÃÂÃÂ½CI,Avicii,10.08.2017,2017,SE5R71700101,SE,3662,"22,4",1074175360,13529,29277394,73.0,293084186.0,2973334.0,180391.0,19770288.0,229614343.0,24725817.0,82.0,43106.0,119.0,46.0,259328.0,7.0,21846254.0,11253.0,,5939460.0,1,lost without truth bonnie love beating free hide heart feel going eyes riddle follow goin' tear said wind done tell would sea clear fuck learn cross stuck fear see home i've city always gotta anywhere wild clyde sitting figure like we'd away darkness can't gonna wishing carry dear running
434,Dynamite,Rokstarr (Special Edition),Taio Cruz,01.01.2010,2010,GBUM71003721,GB,2439,"28,9",1070923216,204514,89320567,69.0,576914505.0,3412361.0,7957.0,20716110.0,185228504.0,169884547.0,133.0,163744.0,210.0,48.0,1160892.0,36.0,585431213.0,91997.0,1472657.0,8023558.0,0,take told celebrate hands landing hit dynamite brands one higher gon' air move want let yeah sayin' give wanna **** baby way believe floor 'cause dance crew live standing put overall last let's gotta favorite twice get club sometimes goes ayo night like space came light yo' wearing plans throw gonna go that's life rock
435,ZEZE,ZEZE (feat. Travis Scott & Offset),Kodak Black,12.10.2018,2018,USAT21811523,US,108,46,1070685587,203323,32147932,71.0,494548432.0,4682485.0,1386205.0,55794187.0,463776007.0,84796677.0,82.0,72133.0,90.0,27.0,129554.0,14.0,235258481.0,117224.0,,4235259.0,1,zombie told balance seesaw hoo haha mean stick fleein' middle russia ain't hit boom owe roof pop cute dropped project talk key free doin' heart start feel tec buick addict self daddy money fraud stepped funny nigga clonin' tryna yacht streets guess ice hoes nightcrawlin' celine keep slidin' let girl da dawgs patek mute yeah lifestyle scene right beam' field whip i'ma wrist took stay coupe ha dive wanna phantom baby egchk lil' bustin' eghck tell goliath dry dungeon scheme runnin' drippin' brains bust happened pool favor private fuck stripes 'cause well death sheets calabasas hell freeze see budget ref lean find mansion water clone alright big locked nawf diamonds real felt blow jackin' mil' serve z raiser panic pull chanel rod still got gaddafi jeans reeboks fabrics hey stand offset nann flood demon 'em clutchin' ah expansion get bitches ass police straight turned know need huh shit niggas flyin' bow god palette dickie's david skrrt undercover lover like bean jet jewelry nothin' bet made eludin' lookin' oh drive walk sippin' help woo fiends jumped foul 300 heat dope chills titty ride gandhi dick atlantic muggin' awards can't casket uh hellcat island go savage ever much mouth fire fling beckham lit behind watch say run rock sleepin' pills
436,Dior,Meet The Woo,Pop Smoke,26.07.2019,2019,USUM71914275,US,285,"91,4",1070422470,294539,47391658,72.0,909072115.0,7522969.0,1447194.0,119978916.0,1077344517.0,3659504.0,132.0,82158.0,53.0,38.0,316666.0,11.0,55282282.0,69945.0,103490551.0,4711998.0,1,take call rains dior bail lackin' clap cell bnb one pop come free doin' gon' weapon christian direction air traphouse nigga move want keep let buy nappy wildin' page yeah ones beat corrections 30 said packing pistol smoke spot baby section tnt way state i'll tell paid some' pours fuck name fifties 'cause dance times hell back thirty home bad 38 locked mob bitch suckin' really another always send amiri heaven mine got comments face feelin' rrr get bitches denied raisin' know need melo jean gay huh shit niggas club shooters glizzy could snatchin' baow ask like hundreds came roll ayy bet wait oh walk woo time please remember blue sturdy dick movie screamin' nice shake billie glock can't throw uh island throwin' thot mouth aw lit rock mike make brody stores automatics never facetime
437,Snow,Stadium Arcadium (U.S. Version),Red Hot Chili Peppers,09.05.2006,2006,USWB10601591,US,4442,"19,8",1070374387,203821,38556891,74.0,710124074.0,3609104.0,506663.0,44842411.0,835564684.0,31925912.0,22.0,31.0,31.0,56.0,784912.0,26.0,667293971.0,198268.0,3089649.0,,0,take tumble lost moving salacious crumble sleep come steadiness burn colombian duly beds bone bubble everything clearly eyes move matter feels latin rodeo want silk forward waisted incarnation puddle sweet umbrella contrary saint show trellis said forgot patron salvation wanna fractured varies untamed repetitive wind i'll door columbian jealous kind remaining tell confrontation happy report became socks temple rathbone wrath lights shine sedative snow high stupid tasted humbling well m slow hell uncredited comes demarcation see hostage home find closer burns slumber milk rose various boss mov always last ball skin fibonacci tumbling mellow gracefully palliation still salivating cock bright cuddle court satin hold mates necessarily know disaster living married may kitten's soft phone kindred gum price check casting night like cost laughter path inverted two roll yet tangelo impassible summer studied manhattan chaff time unbattened 4:00 blue shell autumn math lay gone us vetted basil cloud born nice spotlight's can't toss rumble tabernacle reap framed might cattin' trap blocks bottom selective rock sauce
438,My House,My House,Flo Rida,17.03.2015,2015,USAT21500384,US,4205,"20,6",1069960318,164242,38327757,71.0,475719992.0,3512318.0,834432.0,157571123.0,1824623443.0,207197068.0,81.0,45968.0,405.0,17.0,16555.0,13.0,,,,,0,take bring es hear celebrate haha pad even pass ain't hit begins open pop duck come continue turn holding soon keep cash yeah slam stay show mi loud wanna pour spot baby relax door done tell music control homerun happy faces floor pretend changed 'cause heard slow comes back welcome live home something clothes glass shot dunk another let's close gotta morning hey sad what's know tu cold sometimes tonight night ayy cheers draining touchdown vodka land champagne woo friend time excuse house play casa can't uh brakes go throwin' knock that's make crib run blinds
439,Middle,Middle,DJ Snake,16.10.2015,2015,USUM71515784,US,3974,"21,4",1068023888,136601,31036842,70.0,43143589.0,435488.0,993544.0,34574490.0,288028736.0,,193.0,3317.0,21.0,71.0,231159.0,9.0,209483734.0,129629.0,,12615013.0,0,head hope mean middle silence turn sweep air tryna goin' soul overthinkin' new starin' missin' gut coffee i'll window floatin' Ã¥ÂÂ¨Ã¤Â¸Â­Ã©ÂÂ tell conceal froze feelings promise well lyin' hell world back find put alright felt always problems cannot stand ly feelin' get wishin' what's cold beside different like carpet two chill time Ã§Â«ÂÃ¥ÂÂ¨Ã¤Â¸Â­Ã©ÂÂ ledge views gone us causin' go build make pieces
440,Paint The Town Red,Paint The Town Red,Doja Cat,04.08.2023,2023,USRC12300907,US,21,"290,5",1065399331,17089,121712197,78.0,240970670.0,2749668.0,3091732.0,652428798.0,7095564106.0,1063591802.0,158.0,400899.0,273.0,143.0,13718632.0,146.0,70291476.0,49111.0,,7559816.0,1,trust take head somethin' it'll hennessy without ain't foot win food love pop one come talk knew doin' devil glow fall money try gon' going misery tryna lot want new red lord let feature fans ten yeah settle good nowhere fan said sidekick smoke i'll lil' rebel dumb vibe pedal sis instead better mm happiness i'm rather fiendin' yo' 'cause times famous whole paint fame see wear bad put fight big shot margiel' bitch sign courtside kidneys opps seen really send hair car got i'd gimme demon chance penalties ugh get called need illness things shit town revamp could like two waitin' bet magical fun horse foresight eatin' drive bluff walk wig time jealousy extremists look lil' boo use energy dick don't can't throw remedy can't go much care source make gon' sleepin' cite
441,Firework,Teenage Dream,Katy Perry,01.01.2010,2010,USCA21001262,US,1534,"37,5",1065375074,16465,60511467,67.0,1634743568.0,9202767.0,1219259.0,73578788.0,686049802.0,537338959.0,218.0,238231.0,273.0,94.0,1066131.0,96.0,417594591.0,1065952.0,1020201.0,8932134.0,0,hear maybe even cavin' deep closed there's plastic boom open thing one come spark july leads fourth future paper knew heart start feel glow let awe drifting show colors thin bolt baby wind rainbow bag across shine inside 'cause already firework moon brighter lightning comes leave feet doors blow screams always throu cannot gotta still ough shoot ou cards chance 'em reason know could buried night replaced like space light seems wanting sky time waste holds perfect house ignite gonna burst hurricane go ever road make worth six original
442,God is a woman,God is a woman,Ariana Grande,13.07.2018,2018,USUM71808574,US,4527,"19,6",1064927546,8358,36516267,70.0,120105486.0,1141821.0,545.0,258785.0,2480889.0,1209261.0,90.0,88924.0,60.0,43.0,313446.0,,134305701.0,63318.0,,2195677.0,1,take told hands universe ain't one love come feel try move want soul keep yeah said wanna baby way done tell believe tellin' next mm touch midnight slow afraid boy comes see rest fight nobody relate last let's got else track woman mind feelin' get flourishing save know things pray god different like ooh company oh time waste lingers lay deserve can't blessed might make confess we're
443,Send My Love,25,Adele,20.11.2015,2015,GBBKS1500215,GB,2234,"30,3",1064599051,89443,24441546,66.0,997993764.0,6246988.0,6652.0,38824727.0,261382201.0,1677484200.0,116.0,19122.0,108.0,37.0,295349.0,18.0,420137717.0,93772.0,,8268701.0,0,memories ee told hands ready everlasting hot cut even ain't there's one love set free guitar none we've new keep let girl unhitch good yeah falling rising hug baby way tell lovey handle i'll jump better long i'm damn kids put i've big strong longer giving beau walking another last send gotta still support i'd court called bug know okay cool lover mmm forgiven summer oh body ghosts time you'll met heat trembling dovey nice treat go never it's greatest running
444,Say Something,Say Something,A Great Big World,04.11.2013,2013,USSM11306713,US,3714,"22,2",1064534331,116991,57390894,65.0,113298251.0,1108651.0,79873.0,38617874.0,339277915.0,2455495.0,102.0,943.0,120.0,71.0,421702.0,22.0,653380699.0,35473.0,,12937536.0,0,head swallow stumble nothing giving oh i'll sorry would've saying still starting one anywhere love small crawl feeling goodbye get fall learning followed know want pride say something
445,Just Dance,The Fame,Lady Gaga,01.01.2008,2008,USUM70807646,US,3629,"22,5",1062571821,183102,83157868,74.0,566585521.0,2999671.0,13561.0,86779845.0,623454990.0,175213622.0,166.0,209992.0,425.0,69.0,1145161.0,54.0,267910774.0,490969.0,9858069.0,7126620.0,0,call hosed lost bleed they're shirt without truth ain't hit twister love come catalogue record turn start blueprint gon' eyes tryna 'round n clean symphonic goin' dizzy keep spend let da people yeah tomorrow right beat i'ma stay give pock baby way believe thorns music control checking floor poison bit name inside women konvict little dance slow flaw j see how'd find half work alright leave i've psychotic lysol doot babe rush man last let's close spin doo got hey shut reason roses hips anymore get eh what's meantime straight playboy dough amazing steady break incredible club enough okay cool phone could hypnotic tonight onto gaga like ooh electronic many oh drive woo shorty remember use energy drink wish muscle can't gettin' redone sick gonna carve go much mouth twirlin' hustle watch say pick latch keys
446,THATS WHAT I WANT,MONTERO,Lil Nas X,17.09.2021,2021,USSM12105732,US,248,98,1062095453,165197,75503476,72.0,194928107.0,3281325.0,1174669.0,331324816.0,3501946982.0,3618055498.0,156.0,830038.0,2344.0,83.0,2949606.0,46.0,54997089.0,27977.0,12581843.0,5957065.0,1,givin' late thing one love dreams b feel everything weary lies want four keep afro let warm yeah right needs baby way tell three loving long bit comin' fuckin' wonder little 'cause times sunlight m boy we'll see days find alright fight harder known brain skin black adversary got cuddle mind know need missing okay prime tonight night like two nothin' dark lookin' wanting body gold 'caus lonely look away argue stressin' uh someone g anything that's life alone teeth
447,Rain On Me,Rain On Me (with Ariana Grande),Lady Gaga,22.05.2020,2020,USUM72004304,US,951,"49,3",1060378159,104647,55948663,68.0,514581598.0,6465409.0,442243.0,80912710.0,538854965.0,382160207.0,320.0,354978.0,438.0,143.0,2320730.0,105.0,62220803.0,71438.0,,3888061.0,0,hear hands ready alive truth livin' free thunder feel try misery keep lose let rain good yeah wash show showed least baby i'll dry teardrops mm tsunami comin' rather fly world live water one's real skin rainfall gotta i'd sins face mind eh bottled galaxy ask like ooh nothin' oh sky innocent time woo away ride asked never
448,"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,04.10.2019,2019,USWB11902440,US,3215,"24,3",1060319450,93637,53500350,67.0,361854211.0,3836505.0,14376.0,9183035.0,64709989.0,801371563.0,,537.0,311.0,1.0,282.0,50.0,,,,,0,grandma drunk middle dreamin' love party song heart everything try eyes want spend rain ten yeah good thousand sweet wanna tell miss curiosity smile learn name dance rest bad close gotta grew i'd favorite get forever what's know takes ooh oh hours friends think cure gonna road that's life might make never
449,Like I'm Gonna Lose You,Title (Deluxe),Meghan Trainor,09.01.2015,2015,USSM11408374,US,3457,"23,2",1060255231,88246,45330466,71.0,950074212.0,5331921.0,63978.0,19939783.0,196304893.0,200462207.0,117.0,54682.0,32.0,183.0,224787.0,23.0,,,,8460234.0,0,take truth dreamin' promised love heart everything want granted lose breath yeah moonlight tomorrow scene disappeared knows walkin' smoke baby i'll silver saying minutes second standin' eye goodbye whisper 'cause we'll every regret i've longer woke babe let's close got hey chance relief blink get hold split know could like oh gold kiss pulled time use broken gone movie wherever gonna realised side say make found alone tears we're never run
450,Infinity,Feel Something,Jaymes Young,23.06.2017,2017,USAT21700859,US,1138,"44,6",1059940209,169454,48961048,74.0,569314714.0,6558074.0,5441674.0,1889279204.0,22241102823.0,464030450.0,15.0,191784.0,556.0,46.0,991994.0,6.0,54462943.0,18444.0,,8764483.0,0,lost infinity open one love sacrifice heart try since soul keep hole let girl touched baby i'll tell believe ocean control aches crown universes touch filling 'cause gods wear see i've random man last fate i'd 'em reason mad forever know could frozen slowin' paradise like ohh die oh meet time darlin' born can't gonna impossible anything chosen make bottom never
451,Toosie Slide,Toosie Slide,Drake,03.04.2020,2020,USUG12001281,US,505,"68,7",1059262917,200623,36388485,64.0,507137305.0,5604031.0,3039186.0,404119328.0,3734881670.0,352518335.0,146.0,185567.0,31.0,79.0,1163129.0,30.0,122896641.0,156657.0,,5308249.0,1,creep stop maybe even deep hit buckles couple one love spun wrong knot nike petal piece summertime lot lose let people yeah sequins street woah thousand right i'ma sayin' show give wanna slide pressure baby day left way block either three guarantee leather next alyx puttin' chubbs'll 'cause heard double truth'll dance times passion we'll every see bad michael jackson rose gloves nobody real yolo opps crossbody really stayin' another always troubled black spin brother's hundred got solo else basically movin' 'em get what's afford know shaky shit niggas 'faction shooters thug could tie trippin' spots family like who's two revealed ayy many describe time 'bout toosie think there'll us jacket satisfaction can't thriller go mistakin' that's life trap glove never foot shorties
452,favorite crime,SOUR,Olivia Rodrigo,21.05.2021,2021,USUG12101249,US,1564,"37,1",1058390692,1109,40458627,79.0,168012952.0,2303100.0,484906.0,272858091.0,1391309287.0,6804015.0,50.0,935.0,190.0,18.0,193186.0,18.0,30068132.0,30931.0,,1174650.0,0,call doe used hope hands damage alibi accomplice one doin' heart crossed everything goin' four let crime yeah trouble scene eyed baby watched fled became smile 'cause well willing every bad sounds siren bittersweet mine i'd face favorite min know hate things could buried like made defended oh broke time we'd friends look think honey wondr line treat around bloody say loved
453,Low,Low,Flo Rida,06.11.2007,2007,USAT20705841,US,3104,"24,8",1057114779,244989,91742803,76.0,519089248.0,3897751.0,48133.0,222867184.0,2202590339.0,147501471.0,115.0,44331.0,208.0,44.0,692994.0,55.0,633166359.0,695302.0,,413544.0,0,low stop told ready mo' hot bent dollar ain't hit mornin' problem stole thing one love pop come makin' bottles talk rosÃÂ© paper knew gal poster cadillacs money shones maybachs want cash gave moan let girl invented rain tattoo yeah birthday sexual woah full i'ma took show patron drinkin' showed rocks stack ring baby exposed way sorry lil' flo' control booty rubber straps three vibe handle next drop women snow pornography baggy playin' shawty fly clover whole shoulder back see home hmm work clothes big seen man close cola gotta groan got jeans reeboks professional hey woman fur bottle 'em threw get cakes apple hold grand dough turned legs know break minute club crazy zonin' spendin' mama goes rover night like fold mmm two roll bank nothin' ayy wait made lookin' oh flexible boots showin' pole foamin' henny soldier x think stacks lucky c'mon toaster crack glock around sexy go sweatpants that's prefer lock say make smack worth bands bottom never million guap
454,Streets,Hot Pink,Doja Cat,07.11.2019,2019,USRC11903460,US,686,"58,3",1056939084,154003,62848076,75.0,702463556.0,8269225.0,1629600.0,573666785.0,3347862526.0,458124201.0,155.0,3474.0,57.0,39.0,318451.0,17.0,14397719.0,52318.0,34660570.0,6716450.0,1,take head ready type middle parents without ain't inner one sleep come sharing knew motherfuckin' heart birds feel none money tryna 'round fantasies goin' marry keep let yeah fantasy beat rare needed give wanna games ring baby i'll merry dada tuxedo struggle stuck comparing 'cause damn days something find final work put fight i've nobody real pull level man blaq send paris grew else lightweight dude ho bitches get wedding held know papa acted things chickens cool okay belong could feather location like space ooh came plan made acting oh tried woo ways scary coop play away far breed energy can't hard someone end thought life hustle make though found pouring never million
455,Bad Liar,Bad Liar,Imagine Dragons,06.11.2018,2018,USUM71816161,US,938,"49,8",1056929910,134812,31112950,74.0,908433462.0,8291217.0,1429594.0,181729752.0,2058078137.0,1802807851.0,54.0,118378.0,37.0,31.0,384519.0,12.0,130853305.0,106853.0,,11123506.0,0,trust take fake prey askin' seams mean you're thing one dreams enemy's free heart eyes want liar wanna year ring erase crocodile terrors tell believe three hush integrity inside happiness victims wage world see bad difficult i've fears escape man problems i've diamond askin' gun know could lie paradise tearin' faith breathe oh innocent time please perfect look darlin' loveless don't wish can't go side war make tears dear never it's
456,Murder On My Mind,Murder On My Mind,YNW Melly,01.06.2018,2018,QMCE31801827,QM,934,"49,8",1055558326,208777,21077896,72.0,952644680.0,8820105.0,25151.0,44341738.0,350694950.0,39105354.0,18.0,299.0,42.0,10.0,8074.0,,112050497.0,360013.0,,2087864.0,1,tarantula call late nah told wake distance hands mean haha probably even cell shirt pass main ak ain't murder amateur thing one love dropped understand post swishers gon' 11 nigga eyes tryna dip grabbed want named let kisses good yeah woah fucked i'ma suspicious give loud said wanna pistol instagram smoke hug i'll mac blood teardrops midget feelings goodbye floor fuck inside women 'cause studio christmas murderer boy afraid caught world every back see weed bad locked pain shot died bitch really ball morning homicide grill tricking got arms kill shoot face twice grind 'em surprise mind snitching get ass traumatized hold reloaded beef young jail huh bleeding niggas fucking heal mixed mama family like everybody tend roll ayy bet die acting bake oh body bite friend time away promethazine glocks ride tripping angela can't cocked molly 47s camera melly's yellow gonna around hating go animal pretending savage knock pussy that's might nines say alone though bro tape spill
457,Too Good,Views,Drake,29.04.2016,2016,USCM51600088,US,4074,"21,1",1052473730,126251,30938220,68.0,10990620.0,127032.0,822513.0,34368983.0,308797315.0,,176.0,28897.0,1.0,33.0,2561.0,22.0,363023813.0,129377.0,,4577263.0,1,take head late hope lost hands they're wi friendship lately love visa talk somebody understand free turn feel everything mention asking feels granted happier keep fix yuh let patience flights yeah good give mi wanna baby way deh tell years intentions handle victim long across expectations high sit fly fast fi see days overseas something bad work put weh message meck fact yo always last pum bumper gotta still wallet got cock track costing benefit get know need things okay regular pocket night pay like ask pon came waan seems oh time sacrificing friends look play think us getting can't gyal hard around differently go end realization side fit make found six
458,Little Talks,Little Talks,Of Monsters and Men,01.01.2011,2011,USUM71119106,US,3217,"24,3",1050676021,222725,53015020,75.0,95461283.0,924094.0,78289.0,26746381.0,162004699.0,16316.0,96.0,117045.0,,68.0,465267.0,43.0,547325755.0,38467.0,3516318.0,15749222.0,0,head voice used even apart truth there's sleep love wrong fall holding awake eyes soon creak let listen right full telling disappear left i'll way tell watched miss playing safe old little 'cause well talks asleep we'll back see days hang dress sound walking screams close stairs hey torn past word mind tricks bodies hold outside young know may buried killing like wait nothing meet walk shore please house play away vary gone empty ghost hand can't around go keeping that's life ship carry say though dear we're
459,Perfect Strangers,Perfect Strangers,Jonas Blue,03.06.2016,2016,GBUM71602437,GB,2664,"27,3",1050246077,113716,28088689,69.0,917728451.0,4676705.0,9254.0,8116828.0,62167288.0,264268663.0,95.0,64388.0,,45.0,626313.0,5.0,22195250.0,14777.0,,9355617.0,0,realize maybe strangers there's one explain come want tomorrow stay knows games way yesterday playing feeling saw 'cause we'll helping see really escape secret got change reason forever hold wanted know need night human like walk time perfect away wasting us can't go much together looking we're
460,Mirrors,Songs For The Philippines,Justin Timberlake,01.01.2013,2013,USRC11300059,US,1487,38,1047154254,168622,53352470,74.0,1401802614.0,7138440.0,912741.0,259542276.0,2060063173.0,1784521360.0,106.0,85485.0,69.0,74.0,484204.0,47.0,478391258.0,378791.0,,14564665.0,0,tomorrow's somethin' without truth there's somewhere makes one love assembled song sat heart feel everything eyes tryna since making soul keep lose let girl right full precious show wanna history baby i'll figured mirror's reflections tell inspiration yesterday anyone stare place would old goodbye clear shine promise easy comin' bigger 'cause already back see home find half put fight glass strong pull always gotta mine else change face glare get mystery hold know seem beside could pocket reflect admire like space ooh two merely light wait ohh lookin' oh notice help time reflection staring look parallel gone us hand can't uhh mirror hard go ever life vacancy side along alone say we're original
461,Roses,Roses,The Chainsmokers,16.06.2015,2015,USQX91500801,US,227,30,1046848265,137023,33124854,68.0,585020723.0,3442407.0,273486.0,55726548.0,405625969.0,51232888.0,129.0,30641.0,87.0,43.0,173923.0,16.0,294611058.0,172101.0,26571481.0,9203307.0,0,take hands drunk deep love knew typical higher heart feel beautiful let good took knows smoke stone i'll hideaway old little well already slow back weed daydream ahh favorite bones get film turned things could paradise night couch gold roam time waste room go fire life say never
462,Slide,Slide,Calvin Harris,24.02.2017,2017,GBARL1700262,GB,3555,"22,8",1044358962,165916,41514442,69.0,37191231.0,380168.0,6502.0,31332915.0,323428098.0,402464.0,255.0,3118.0,90.0,83.0,635921.0,30.0,144832941.0,101066.0,,8401595.0,1,panties take link 'til hot apart ain't layin' ricardo come picasso pipe ridin' burn whatever turn spotlight nacho try gon' havin' paintin' hoppin' lord g's buy starin' good yeah dippin' thousand i'ma wrist took wanna slide smoke baby account went vacation gelato blonde rick clear college lights shine flash nights flashin' sit furnace fast boy comes back see mansion put average diamonds bitch boulevard really charms brain hair still hundred got hey arms offset bachelor past face malaysia favorite twice bottle ah dabbin' bitches paparazzi dye young know need break twin huh niggas goyard crazy information could workin' mama info skrrt m's like ooh swallowed light jewelry bank dark die oh twenty walk woo spaceship friends far use ride us empty reach uh end that's part might side make dancin' we're million gracious
463,You Are The Reason,You Are The Reason,Calum Scott,17.11.2017,2017,USUM71710315,US,937,"49,8",1042531612,119883,31204776,73.0,1425188874.0,10037251.0,1513635.0,180692022.0,1930209423.0,1629614639.0,70.0,18397.0,8.0,17.0,70256.0,8.0,292156274.0,102664.0,,6610744.0,0,breathing i've fight light dark hands cry hour oh day back please still ocean defeated sure sleep clock i'd come safe broken goes beating reason turn mountain heart hide keeps mind losing hold shaking little need keeping bleeding 'cause hopeless want spend fix climb make could every tonight see swim closer racing
464,Here With Me,Here With Me,d4vd,20.07.2022,2022,QZMEM2209263,QZ,234,"101,4",1042311849,154178,58833842,80.0,256736243.0,2649848.0,2321933.0,467461517.0,3656967030.0,313752369.0,79.0,18211.0,111.0,48.0,636981.0,41.0,4556490.0,10111.0,15609794.0,3315939.0,0,take float it'll sunrise waiting one moments going let right wind feeling old smile long coast every live home spent i've memory got face save know okay could takes ooh light oh describe time please us getting wish can't go care life watch along tears we're greatest
